date,tmin,tmax,prcp,snow,snwd,awnd
5/2/19,63,85,0,0,0,9.17
5/23/19,64,84,0,0,0,8.05
5/24/19,68,93,0,0,0,5.82
5/25/19,71,92,0,0,0,6.71
5/31/19,64,91,0.67,0,0,2.46
6/1/19,61,84,0,0,0,2.91
6/5/19,68,88,0.29,0,0,10.51
6/7/19,71,78,0.53,0,0,4.7
6/20/19,69,93,0.3,0,0,10.74
6/23/19,67,81,0,0,0,4.03
6/24/19,64,95,0,0,0,7.38
7/1/19,72,90,0,0,0,5.14
7/4/19,72,96,1,0,0,3.58
7/9/19,73,85,0,0,0,6.26
7/26/19,65,87,0,0,0,3.8
7/27/19,63,88,0,0,0,1.12
7/28/19,63,90,0,0,0,2.68
8/1/19,67,91,0.87,0,0,4.47
8/4/19,68,89,0.16,0,0,1.79
8/6/19,65,90,0.16,0,0,4.92
8/8/19,68,91,0.12,0,0,3.36
8/9/19,67,93,0,0,0,3.13
8/11/19,69,88,0,0,0,6.49
8/12/19,68,90,0,0,0,4.47
8/21/19,71,91,0.12,0,0,11.18
8/23/19,71,92,0.28,0,0,6.93
8/27/19,65,81,0.01,0,0,3.36
8/29/19,61,86,0,0,0,2.91
9/4/19,70,88,0,0,0,3.58
9/14/19,69,83,0,0,0,3.8
9/19/19,54,75,0,0,0,6.93
9/23/19,62,91,0,0,0,7.61
9/29/19,69,95,0,0,0,5.37
10/1/19,67,89,0,0,0,3.58
10/2/19,69,96,0,0,0,4.92
10/4/19,68,94,0,0,0,8.5
10/8/19,59,71,0.01,0,0,8.5
10/9/19,56,72,0,0,0,6.49
10/11/19,50,80,0,0,0,2.91
10/13/19,59,75,0.39,0,0,2.91
10/14/19,50,78,0,0,0,3.36
10/15/19,46,77,0,0,0,2.24
10/28/19,53,75,0,0,0,5.37
10/31/19,55,85,0.23,0,0,14.09
11/1/19,39,59,0,0,0,4.47
11/3/19,36,60,0,0,0,2.24
11/6/19,48,65,0,0,0,5.82
11/11/19,41,70,0,0,0,8.5
11/14/19,24,48,0.26,0,0,2.24
11/17/19,40,53,0,0,0,10.96
11/19/19,41,56,0,0,0,2.01
11/24/19,38,61,0.31,0,0,7.61
11/27/19,49,64,0.2,0,0,8.28
12/1/19,46,66,0.46,0,0,7.16
12/8/19,26,52,0.11,0,0,3.58
12/14/19,43,55,0.09,0,0,6.71
12/24/19,42,65,0,0,0,6.71
1/6/20,30,60,0,0,0,3.13
1/10/20,41,65,0,0,0,4.47
1/14/20,59,69,0.34,0,0,5.37
1/18/20,36,49,0.14,0,0,6.49
2/7/20,35,61,0.26,0,0,15.88
2/14/20,34,52,0,0,0,6.26
2/15/20,26,45,0,0,0,5.59
2/18/20,38,61,0.07,0,0,4.92
2/19/20,37,57,0.16,0,0,5.59
2/23/20,30,63,0,0,0,5.59
3/2/20,41,69,0,0,0,12.75
3/3/20,53,63,0.21,0,0,10.74
3/5/20,45,56,0.05,0,0,4.92
3/10/20,57,70,0.01,0,0,12.08
3/11/20,54,76,0,0,0,4.7
3/15/20,48,60,0,0,0,9.62
3/20/20,66,86,0,0,0,13.87
3/29/20,69,88,0,0,0,12.97
4/4/20,39,71,0,0,0,3.8
4/12/20,47,76,0.01,0,0,10.96
4/16/20,34,67,0,0,0,3.8
4/21/20,48,77,0,0,0,9.62
4/28/20,42,77,0,0,0,4.92
5/1/20,53,66,0.02,0,0,7.16
5/2/20,43,75,0,0,0,3.8
5/4/20,57,80,0,0,0,6.04
5/19/20,54,64,0.79,0,0,12.53
5/29/20,69,81,0.78,0,0,6.71
6/8/20,71,88,0,0,0,5.82
6/11/20,71,88,0.11,0,0,9.62
6/20/20,64,84,0,0,0,3.13
6/23/20,72,89,0,0,0,12.08
6/25/20,71,86,0,0,0,7.16
7/5/20,70,92,0.4,0,0,4.25
7/7/20,71,87,0,0,0,5.14
7/18/20,72,94,0,0,0,4.47
7/20/20,76,97,0,0,0,7.61
7/21/20,74,97,0,0,0,9.17
7/26/20,73,95,0,0,0,7.61
7/31/20,77,92,0,0,0,8.95
8/2/20,75,94,0,0,0,11.41
8/9/20,70,92,0.02,0,0,3.36
8/11/20,71,90,0,0,0,4.7
8/18/20,65,87,0,0,0,1.79
8/25/20,73,91,0,0,0,7.61
8/28/20,76,92,0,0,0,9.62
8/30/20,69,88,0,0,0,2.68
8/31/20,74,90,2.3,0,0,8.28
9/7/20,57,83,0,0,0,2.91
9/16/20,56,79,0,0,0,6.71
9/17/20,68,73,2.08,0,0,8.28
9/21/20,48,68,0,0,0,7.16
9/27/20,58,79,0,0,0,2.01
10/1/20,53,81,0,0,0,3.8
10/2/20,49,71,0,0,0,5.37
10/5/20,47,74,0,0,0,2.91
10/6/20,48,78,0,0,0,2.46
10/11/20,64,68,0.79,0,0,8.28
10/12/20,64,73,0,0,0,2.91
10/14/20,51,76,0,0,0,2.24
10/16/20,55,70,0.79,0,0,7.83
10/18/20,40,70,0,0,0,2.24
10/22/20,59,81,0,0,0,2.68
10/26/20,50,73,0.02,0,0,2.68
10/27/20,53,77,0,0,0,2.01
10/29/20,68,82,0.01,0,0,17
11/6/20,50,75,0,0,0,2.01
11/7/20,54,77,0,0,0,2.01
11/13/20,51,67,0,0,0,3.58
11/21/20,41,73,0,0,0,0.89
11/24/20,32,55,0,0,0,1.34
12/1/20,32,47,0,0,0,8.95
12/4/20,39,65,0.31,0,0,8.95
12/5/20,37,57,0.08,0,0,7.61
12/7/20,35,44,0.35,0,0,4.92
12/14/20,37,59,1.12,0,0,5.82
12/16/20,35,39,0.94,0,0,7.38
12/17/20,35,52,0,0,0,3.8
12/18/20,29,48,0,0,0,2.91
12/19/20,26,49,0,0,0,2.91
12/26/20,20,41,0,0,0,4.92
1/3/21,44,55,0.93,0,0,3.13
1/11/21,27,48,0.05,0,0,1.57
1/14/21,37,55,0,0,0,4.7
1/18/21,30,50,0,0,0,5.37
1/21/21,31,54,0.01,0,0,3.58
1/22/21,36,60,0,0,0,3.58
1/28/21,29,40,0.36,1.6,2,8.72
1/29/21,25,39,0,0,0,4.03
2/9/21,38,65,0,0,0,2.01
2/10/21,40,50,0,0,0,6.71
2/16/21,34,60,0.01,0,0,9.4
2/24/21,34,72,0,0,0,7.38
3/3/21,34,63,0,0,0,1.34
3/11/21,47,76,0,0,0,11.41
3/13/21,53,69,0,0,0,2.46
3/19/21,37,57,0.1,0,0,11.18
4/1/21,37,61,0,0,0,8.95
4/5/21,42,76,0,0,0,2.91
4/8/21,53,83,0,0,0,5.37
4/11/21,59,79,0.2,0,0,9.84
4/15/21,52,69,0,0,0,5.14
4/24/21,44,61,0.27,0,0,6.26
4/27/21,51,84,0,0,0,10.96
4/28/21,61,85,0,0,0,11.41
5/6/21,49,68,0,0,0,4.25
5/9/21,49,83,0,0,0,13.87
5/19/21,51,84,0,0,0,2.01
5/22/21,52,89,0,0,0,3.13
5/26/21,70,94,0,0,0,6.04
5/28/21,68,92,0.02,0,0,9.17
6/1/21,53,83,0,0,0,3.8
6/2/21,60,81,1.82,0,0,5.14
6/5/21,67,89,0,0,0,2.68
6/10/21,71,86,1,0,0,5.82
6/11/21,72,89,0.11,0,0,6.49
6/20/21,71,82,1.45,0,0,6.49
6/22/21,64,79,1.03,0,0,8.5
7/1/21,72,91,0.18,0,0,13.65
7/2/21,66,79,1.08,0,0,5.59
7/7/21,70,91,0,0,0,8.72
7/11/21,73,91,0,0,0,6.71
7/17/21,73,92,0,0,0,9.62
7/31/21,73,91,0,0,0,5.82
8/5/21,62,86,0,0,0,4.47
8/7/21,67,78,0.32,0,0,2.24
8/21/21,72,88,0,0,0,2.91
8/22/21,70,92,0.35,0,0,2.68
9/6/21,66,84,0,0,0,5.14
9/21/21,67,80,0.31,0,0,7.61
9/24/21,51,76,0,0,0,3.36
9/27/21,51,84,0,0,0,3.58
10/2/21,58,85,0,0,0,5.59
10/6/21,67,83,0,0,0,6.26
10/8/21,67,75,0.02,0,0,6.26
10/19/21,42,75,0,0,0,2.24
10/21/21,48,79,0,0,0,8.28
10/30/21,49,61,0,0,0,7.16
11/8/21,34,71,0,0,0,2.68
11/9/21,38,77,0,0,0,2.91
11/14/21,29,58,0,0,0,3.13
11/16/21,30,67,0,0,0,3.36
11/18/21,52,76,0,0,,9.84
11/20/21,26,54,0,0,0,2.68
11/25/21,29,63,0,0,0,6.49
11/27/21,28,54,0,0,0,3.58
12/3/21,44,74,0,0,0,3.8
12/5/21,42,62,0,0,0,5.37
12/9/21,27,45,0,0,0,3.36
12/16/21,36,69,0,0,0,5.82
12/19/21,34,65,0.67,0,0,7.83
12/24/21,35,63,0,0,0,11.63
12/27/21,45,66,0,0,0,3.13
12/29/21,61,73,0.02,0,0,11.86
1/1/22,64,79,0.43,0,0,14.3
1/9/22,37,66,0.62,0,0,9.2
1/21/22,22,30,0.15,1.5,2,10.7
1/22/22,19,35,0.06,0.79,2,3.8
1/27/22,20,43,0,0,0,2.7
2/9/22,28,60,0,0,0,3.6
2/19/22,28,60,0,0,0,5.6
2/21/22,32,71,0,0,0,3.6
2/28/22,32,60,0,0,0,4.5
3/1/22,32,68,0,0,0,4
3/3/22,46,84,0,0,0,7.4
3/7/22,63,82,0.11,0,0,18.3
3/11/22,45,61,0.06,0,0,3.4
3/19/22,61,79,0,0,0,16.1
3/17/22,55,70,0.55,0,0,5.1
3/26/22,44,62,0,0,0,8.1
3/30/22,40,75,0,0,0,8.1
4/4/22,38,68,0,0,0,6.3
4/5/22,52,76,0.36,0,0,8.5
4/18/22,41,56,1.39,0,0,
4/21/22,43,75,0,0,0,4.9
4/22/22,53,83,0,0,0,4.5
4/26/22,60,88,0.06,0,0,8.7
4/27/22,50,72,0,0,0,5.4
5/7/22,53,75,0.02,0,0,8.7
5/21/22,69,93,0.29,0,0,7.6
5/22/22,69,90,0,0,0,8.9
1/2/17,47,51,1.08,0,0,5.59
1/5/17,29,44,0,0,0,2.01
1/6/17,32,43,0.25,0,0,6.04
1/14/17,42,55,0,0,0,6.71
1/22/17,53,56,0.09,0,0,5.82
2/2/17,37,61,0,0,0,2.24
2/3/17,34,49,0.06,0,0,4.7
2/4/17,26,45,0,0,0,4.7
2/5/17,27,60,0.01,0,0,4.92
2/11/17,41,73,0,0,0,12.3
2/14/17,30,64,0,0,0,4.7
2/22/17,51,70,0,0,0,3.8
2/27/17,35,66,0,0,0,5.37
3/1/17,59,79,0.97,0,0,17.22
3/5/17,30,53,0,0,0,6.26
3/12/17,30,48,0.03,0.3,0,4.92
3/16/17,24,50,0,0,0,6.04
3/18/17,44,64,0.5,0,0,7.83
3/24/17,37,71,0,0,0,9.62
3/25/17,52,76,0,0,0,10.74
3/29/17,55,73,0,0,0,4.92
4/4/17,63,82,0,0,0,12.97
4/10/17,49,78,0,0,0,9.62
4/13/17,54,80,0,0,0,8.05
4/14/17,53,81,0,0,0,4.47
4/24/17,53,60,4.51,0,0,10.96
5/2/17,60,77,0,0,0,11.41
5/7/17,45,69,0,0,0,5.82
5/8/17,43,71,0,0,0,4.7
5/10/17,57,83,0.45,0,0,3.8
5/15/17,60,85,0,0,0,4.7
5/24/17,65,74,0.29,0,0,5.82
5/25/17,60,76,0.82,0,0,11.41
5/28/17,67,86,0.08,0,0,6.71
6/10/17,61,89,0,0,0,6.04
6/20/17,67,82,0.72,0,0,4.47
6/21/17,66,85,0.2,0,0,6.71
6/30/17,69,87,0.05,0,0,7.83
7/6/17,68,93,0,0,0,5.82
7/8/17,71,95,0.05,0,0,6.49
7/10/17,70,90,0,0,0,4.47
7/12/17,75,94,0,0,0,8.72
7/17/17,71,90,0.02,0,0,4.47
7/25/17,74,91,0,0,0,4.7
7/26/17,72,90,0,0,0,5.82
7/29/17,70,82,0.01,0,0,8.5
8/1/17,60,88,0,0,0,2.91
8/6/17,65,90,0,0,0,7.61
8/9/17,67,84,0,0,0,6.71
8/11/17,73,89,1.2,0,0,4.25
8/14/17,73,88,0.21,0,0,3.8
8/15/17,76,91,0.07,0,0,2.91
8/23/17,74,95,0.21,0,0,5.82
8/24/17,71,84,0,0,0,6.04
8/26/17,68,83,0,0,0,8.05
8/28/17,62,78,0.03,0,0,11.41
9/2/17,61,83,0,0,0,6.26
9/8/17,51,77,0,0,0,2.68
9/9/17,53,76,0,0,0,7.38
9/18/17,65,83,0,0,0,6.71
9/20/17,62,91,0,0,0,3.58
10/3/17,50,77,0,0,0,6.26
10/15/17,62,83,0,0,0,9.84
10/24/17,52,72,0,0,0,6.49
10/25/17,42,66,0,0,0,3.8
10/28/17,47,74,0.76,0,0,4.92
11/2/17,55,78,0,0,0,2.01
11/4/17,56,64,0,0,0,8.28
11/6/17,53,76,0,0,0,4.7
11/10/17,35,58,0,0,0,6.71
11/13/17,42,60,0.64,0,0,4.25
11/14/17,43,52,0,0,0,8.72
11/22/17,42,62,0.03,0,0,4.7
11/29/17,40,70,0,0,0,2.46
11/30/17,35,69,0,0,0,1.12
12/7/17,40,49,0,0,0,2.46
12/15/17,31,43,0,0,0,5.14
12/22/17,36,61,0,0,0,3.58
12/23/17,48,71,0,0,0,12.08
1/2/18,12,32,0,0,0,2.91
1/4/18,18,30,0,0,1.2,9.62
1/6/18,12,27,0,0,0,4.03
1/9/18,29,63,0,0,0,2.68
1/10/18,43,61,0,0,0,4.92
1/21/18,31,68,0,0,0,1.12
1/30/18,25,40,0.04,0,0,6.93
1/31/18,19,47,0,0,0,5.82
2/3/18,18,42,0,0,0,5.14
2/8/18,33,50,0,0,0,3.36
2/9/18,28,58,0,0,0,4.03
2/12/18,42,65,0.08,0,0,9.84
2/22/18,61,78,0,0,0,9.84
2/25/18,60,73,0,0,0,11.18
2/28/18,39,57,0.07,0,0,4.92
3/14/18,31,44,0,0,0,7.61
3/24/18,27,50,0.91,0.2,0,3.58
3/25/18,33,54,0.3,0,0,9.84
3/30/18,51,71,0.03,0,0,13.2
3/31/18,40,64,0,0,0,5.82
4/12/18,44,75,0,0,0,13.87
4/16/18,41,64,0,0,0,14.76
4/23/18,52,66,0.01,0,0,11.18
4/25/18,51,68,0,0,0,3.8
4/28/18,50,78,0,0,0,5.82
5/5/18,63,82,0,0,0,7.83
5/8/18,53,77,0,0,0,7.83
5/11/18,59,89,0,0,0,4.03
5/20/18,69,86,0,0,0,8.05
5/21/18,68,86,0.72,0,0,4.7
5/27/18,69,87,0,0,0,9.4
5/28/18,69,76,0.28,0,0,6.26
5/29/18,69,82,0.62,0,0,4.47
5/30/18,73,85,0.49,0,0,5.59
6/2/18,68,87,0.08,0,0,4.7
6/3/18,69,88,0,0,0,4.92
6/5/18,57,82,0,0,0,3.13
6/6/18,61,85,0.23,0,0,5.14
6/13/18,67,85,0,0,0,6.04
6/28/18,68,90,0,0,0,4.92
7/2/18,75,95,0,0,0,3.13
7/4/18,72,93,0,0,0,5.37
7/13/18,68,88,0,0,0,7.61
7/22/18,68,89,1.11,0,0,5.59
7/24/18,71,86,0,0,0,7.38
7/26/18,68,92,0,0,0,4.92
8/4/18,71,89,0,0,0,3.8
8/16/18,68,92,0,0,0,2.91
8/19/18,68,88,1.83,0,0,6.71
8/24/18,55,82,0,0,0,4.7
9/3/18,69,91,0,0,0,1.12
9/5/18,71,91,0,0,0,4.03
9/6/18,71,92,0,0,0,2.91
9/7/18,71,92,0.03,0,0,2.68
9/8/18,71,91,0,0,0,3.13
9/9/18,67,80,0.15,0,0,5.37
9/11/18,68,88,0,0,0,2.91
9/15/18,73,77,1.85,0,0,15.88
9/19/18,65,88,0,0,0,1.79
9/22/18,67,88,0,0,0,4.47
9/25/18,69,85,0,0,0,3.36
9/30/18,62,81,0,0,0,4.03
10/9/18,67,80,0.07,0,0,6.49
10/14/18,49,65,0,0,0,3.58
10/22/18,34,62,0,0,0,3.8
10/23/18,42,66,0,0,0,4.7
11/8/18,51,65,0,0,0,7.16
11/9/18,50,53,0.07,0,0,5.37
11/16/18,34,54,0,0,0,5.59
11/20/18,38,64,0,0,0,5.82
11/22/18,33,50,0,0,0,5.59
11/28/18,25,42,0,0,0,6.71
12/3/18,47,68,0,0,0,5.59
12/8/18,31,43,0,0,0,4.7
12/11/18,27,44,0,0,2,3.8
12/12/18,24,45,0,0,1.2,1.34
12/13/18,29,51,0,0,0,2.24
12/23/18,28,57,0.01,0,0,5.14
12/29/18,45,65,0,0,0,3.36
1/5/19,44,61,0.01,0,0,9.62
1/12/19,30,39,0.07,0,0,5.59
1/14/19,31,41,0,0,0,3.58
1/21/19,17,31,0,0,0,5.82
1/22/19,17,39,0,0,0,3.8
2/2/19,29,60,0,0,0,3.8
2/9/19,33,46,0,0,0,6.04
2/17/19,34,40,0.24,0,0,4.47
2/25/19,37,59,0,0,0,7.83
2/26/19,30,63,0,0,0,3.8
3/1/19,39,47,0.65,0,0,7.38
3/3/19,42,50,0.81,0,0,6.93
3/9/19,41,48,0.01,0,0,5.82
3/11/19,44,66,0,0,0,2.91
3/18/19,32,60,0,0,0,4.47
3/24/19,32,71,0,0,0,7.61
4/6/19,53,67,0,0,0,3.8
4/16/19,38,69,0,0,0,5.82
4/21/19,44,64,0,0,0,3.13
5/6/19,60,77,0,0,0,5.82
5/13/19,57,74,1.32,0,0,3.58
5/15/19,43,72,0,0,0,3.58
5/26/19,72,94,0.05,0,0,5.82
5/30/19,65,96,0,0,0,6.93
6/2/19,62,88,0,0,0,5.59
6/8/19,71,79,0.32,0,0,9.4
6/16/19,66,89,0,0,0,11.41
6/17/19,72,93,0,0,0,9.84
6/19/19,71,88,0.02,0,0,7.61
6/21/19,65,85,0,0,0,7.61
7/2/19,68,95,0,0,0,3.36
7/5/19,70,91,0.31,0,0,4.7
7/8/19,74,92,0.17,0,0,4.7
7/10/19,72,91,0,0,0,5.82
7/22/19,74,97,0.06,0,0,12.08
7/23/19,64,82,1.16,0,0,5.14
7/29/19,66,93,0,0,0,4.92
8/3/19,70,86,0,0,0,3.36
8/7/19,72,91,0.14,0,0,6.49
8/14/19,73,93,0.12,0,0,6.71
8/20/19,71,93,0,0,0,7.61
8/24/19,64,72,0.32,0,0,6.49
8/25/19,63,76,0.04,0,0,6.49
9/2/19,70,90,0,0,0,3.8
9/6/19,69,87,0.1,0,0,7.61
9/9/19,71,86,0,0,0,2.91
9/16/19,69,90,0,0,0,3.8
9/20/19,50,79,0,0,0,3.36
9/26/19,70,94,0,0,0,6.04
10/16/19,52,66,0.47,0,0,5.59
10/19/19,39,67,0.03,0,0,3.13
10/20/19,56,65,1.57,0,0,8.05
10/29/19,55,71,0,0,0,3.58
11/7/19,41,70,0.08,0,0,4.92
11/15/19,39,47,0.07,0,0,6.71
11/18/19,41,47,0.24,0,0,4.7
11/20/19,38,61,0,0,0,2.91
11/22/19,49,66,0,0,0,8.05
11/25/19,32,62,0,0,0,2.24
11/26/19,34,65,0,0,0,2.91
12/7/19,34,52,0,0,0,6.04
12/15/19,35,61,0,0,0,4.7
12/20/19,25,56,0,0,0,3.36
12/25/19,32,58,0,0,0,2.46
12/29/19,57,73,0.09,0,0,8.72
12/30/19,49,76,0,0,0,14.76
1/2/20,35,58,0.1,0,0,7.16
1/7/20,30,52,0.07,0,0,5.14
1/8/20,29,59,0,0,0,6.04
1/15/20,57,70,0,0,0,4.47
1/17/20,36,47,0,0,0,6.93
1/21/20,24,38,0,0,0,8.05
1/22/20,24,46,0,0,0,6.26
2/1/20,36,45,0.04,0,0,4.25
2/5/20,60,64,0.2,0,0,8.95
2/6/20,60,70,2.35,0,0,9.4
2/10/20,36,64,0,0,0,8.05
2/12/20,51,64,0,0,0,6.71
2/25/20,48,65,0.16,0,0,7.38
3/12/20,51,73,0,0,0,4.92
3/18/20,46,68,0,0,0,5.82
3/19/20,59,81,0.01,0,0,10.07
3/23/20,44,50,0.32,0,0,5.82
3/24/20,50,55,0.27,0,0,5.37
3/31/20,46,62,0.23,0,0,9.62
4/5/20,47,73,0,0,0,4.47
4/8/20,58,83,0.43,0,0,6.71
4/13/20,61,81,0.39,0,0,15.43
4/15/20,40,57,0.14,0,0,7.61
4/22/20,41,71,0,0,0,4.92
4/25/20,55,61,0.01,0,0,8.28
5/7/20,40,67,0,0,0,5.59
5/8/20,44,70,0.05,0,0,11.41
5/10/20,36,70,0,0,0,8.28
5/13/20,42,70,0,0,0,1.57
5/14/20,58,81,0,0,0,8.05
5/15/20,60,83,0,0,0,10.51
5/16/20,60,89,0,0,0,6.93
5/18/20,64,70,0.07,0,0,8.28
5/22/20,62,82,0.05,0,0,6.26
5/25/20,62,76,0,0,0,5.59
6/1/20,54,77,0,0,0,4.47
6/9/20,73,90,0,0,0,6.04
6/17/20,61,76,0.1,0,0,4.03
6/18/20,59,80,0,0,0,5.14
6/28/20,70,91,0.06,0,0,6.04
6/30/20,70,92,0.21,0,0,3.8
7/1/20,69,90,0,0,0,3.58
7/6/20,68,92,0,0,0,5.37
7/8/20,74,89,0,0,0,7.38
7/9/20,73,90,0,0,0,7.38
7/11/20,70,92,0.02,0,0,5.14
7/14/20,68,95,0,0,0,2.91
7/16/20,74,94,0,0,0,5.59
7/28/20,73,97,1.03,0,0,5.82
8/3/20,71,84,1.01,0,0,5.59
8/4/20,69,88,1.64,0,0,8.28
8/10/20,71,89,0,0,0,4.25
8/15/20,71,87,1.38,0,0,3.8
8/19/20,66,87,1.07,0,0,3.58
8/21/20,71,84,0,0,0,4.25
9/2/20,72,92,0,0,0,4.47
9/3/20,76,93,0,0,0,8.05
9/4/20,73,92,0,0,0,2.91
9/18/20,64,75,0.1,0,0,9.62
9/26/20,59,73,0,0,0,2.46
11/1/20,48,63,0.38,0,0,6.71
11/2/20,35,54,0,0,0,7.38
11/5/20,40,74,0,0,0,0.89
11/11/20,68,78,0.23,0,0,8.72
11/20/20,31,69,0,0,0,4.03
11/26/20,55,68,0.02,0,0,6.49
11/30/20,46,69,1.17,0,0,13.42
12/6/20,28,55,0,0,0,2.24
12/10/20,31,61,0,0,0,2.91
12/13/20,50,69,0.07,0,0,3.8
12/24/20,49,65,1.76,0,0,10.51
1/9/21,28,50,0,0,0,2.91
1/10/21,25,53,0,0,0,0.67
1/16/21,33,46,0,0,0,7.61
1/27/21,40,53,0.33,0,0,5.37
1/31/21,33,38,1.07,0,0,5.82
2/6/21,27,55,0.31,0,0,2.01
2/11/21,37,49,0.83,0,0,6.26
2/14/21,33,37,0.41,0,0,8.05
2/17/21,28,47,0,0,0,7.61
2/22/21,33,59,0.41,0,0,7.16
2/27/21,40,58,0.15,0,0,4.7
2/28/21,48,77,0,0,0,4.03
3/1/21,48,68,0.15,0,0,10.07
3/7/21,29,52,0,0,0,4.03
3/12/21,54,80,0,0,0,8.72
3/14/21,43,72,0,0,0,4.03
3/18/21,49,73,0.02,0,0,5.59
3/20/21,31,57,0,0,0,10.51
3/23/21,50,62,0,0,0,7.16
3/25/21,52,75,0.02,0,0,5.82
3/28/21,57,76,0.25,0,0,13.87
4/2/21,32,49,0,0,0,5.82
4/9/21,60,83,0.07,0,0,5.82
4/14/21,55,82,0.13,0,0,7.16
4/18/21,48,71,0,0,0,2.46
4/20/21,42,75,0,0,0,7.38
4/26/21,42,77,0,0,0,2.68
5/4/21,64,87,0.2,0,0,9.4
5/8/21,42,74,0,0,0,4.92
5/17/21,56,76,0.05,0,0,3.13
5/20/21,53,88,0,0,0,3.13
5/21/21,57,83,0,0,0,6.71
5/23/21,64,92,0,0,0,2.91
6/3/21,68,79,2.04,0,0,6.26
6/9/21,71,89,0,0,0,7.83
6/13/21,66,85,0,0,0,4.92
7/5/21,65,90,0,0,0,2.91
7/8/21,71,79,2.52,0,0,8.05
7/20/21,66,84,0,0,0,2.01
7/24/21,68,87,0,0,0,6.71
7/26/21,73,92,0.02,0,0,7.16
8/1/21,75,91,0,0,0,4.03
8/8/21,65,91,0,0,0,2.68
8/16/21,71,90,0.39,0,0,3.58
8/20/21,73,87,0.36,0,0,2.91
8/24/21,72,94,0,0,0,2.46
8/27/21,72,93,0,0,0,4.7
8/30/21,72,96,0,0,0,4.92
8/31/21,72,94,0,0,0,6.93
9/10/21,57,80,0,0,0,3.13
9/11/21,56,83,0,0,0,3.58
9/13/21,64,90,0,0,0,4.03
9/15/21,72,89,0,0,0,6.71
9/16/21,70,85,0,0,0,4.03
9/17/21,72,83,0.01,0,0,5.59
9/25/21,49,78,0,0,0,2.01
9/30/21,60,82,0,0,0,3.8
10/1/21,58,82,0,0,0,2.68
10/3/21,62,87,0,0,0,8.72
10/9/21,63,68,4.96,0,0,6.71
10/11/21,64,72,0,0,0,6.49
10/26/21,47,70,0,0,0,6.93
11/3/21,44,56,0,0,0,6.04
11/7/21,40,60,0,0,0,7.83
11/30/21,26,59,0,0,0,6.93
12/7/21,41,56,0,0,0,6.49
12/8/21,32,48,0.14,0,0,2.01
12/21/21,30,41,0.27,0,0,4.03
12/25/21,49,72,0,0,0,13.2
12/26/21,47,73,0,0,0,3.13
1/5/22,30,59,0,0,0,4.9
1/7/22,27,52,0,0,0,8.1
1/15/22,28,40,0,0,0,5.8
1/19/22,28,60,0,0,0,7.8
1/23/22,17,47,0,0,1,4
1/24/22,27,52,0,0,0,4.3
1/25/22,35,61,0,0,0,2.9
1/28/22,26,48,0,0,0,2.9
1/29/22,25,36,0.05,0.39,0,8.7
2/10/22,33,67,0,0,0,7.4
2/24/22,42,57,0.04,0,0,
2/26/22,40,48,0.02,0,0,5.8
3/15/22,39,71,0,0,0,4.7
3/24/22,59,73,0.47,0,0,11.6
3/27/22,34,60,0,0,0,7.6
4/3/22,46,70,0,0,0,5.8
4/7/22,54,80,0.05,0,0,8.5
4/9/22,45,56,0,0,0,6.9
4/12/22,60,83,0,0,0,8.3
4/15/22,54,75,0.03,0,0,5.4
4/19/22,39,59,0,0,0,
4/29/22,45,71,0,0,0,6
5/3/22,65,89,0,0,0,8.7
5/8/22,47,53,0.01,0,0,9.4
5/12/22,62,70,0.07,0,0,10.7
5/14/22,64,80,0,0,0,2.5
5/16/22,64,87,0.01,0,0,7.4
5/23/22,67,85,1.29,0,0,6
5/25/22,60,68,0,0,0,7.8
5/30/22,66,91,0,0,0,2.9
